Category,name,mrp,discountPercent,availableQuantity,discountedSellingPrice,weightInGms,outOfStock,quantity,sku_id
Packaged Food,Lijjat Urad Papad,6000,5,0,5700,200,TRUE,200,1727
Packaged Food,Amul Cheese Spread Yummy Plain,8500,0,0,8500,200,TRUE,200,1728
Packaged Food,Mother's Recipe Ginger And Garlic Paste,5000,24,0,3800,200,TRUE,200,1729
Packaged Food,Maggi Magic Cubes Chicken,4000,2,0,3900,40,TRUE,40,1730
Packaged Food,Pedigree Puppy Chicken Chunks in Gravy ,3500,2,0,3400,70,TRUE,70,1731
Packaged Food,The Whole Truth Peanut Butter - Unsweetened & Crunchy,18500,20,0,14800,325,TRUE,325,1732
Packaged Food,Ching's Chow Mein Hakka Noodles Masala,1000,0,0,1000,20,TRUE,20,1733
Packaged Food,Safal Frozen Mixed Vegetables,6000,5,0,5700,500,TRUE,500,1734
Packaged Food,Safal Frozen Corn,4100,4,0,3900,200,TRUE,200,1735
Packaged Food,Amul Cheese Spread Spicy Garlic,8500,3,0,8200,200,TRUE,200,1736
Packaged Food,Ching's Secret Veg Hakka Noodles,10700,0,0,10700,600,TRUE,600,1737
Packaged Food,Saffola Oats 100 % Natural,1500,0,0,1500,38,TRUE,38,1738
Packaged Food,Lijjat Moong Papad,6000,5,0,5700,200,TRUE,200,1739
Packaged Food,Mothers Recipe Papad - Sabudana With Rock Salt,3100,9,0,2800,70,TRUE,70,1740
Packaged Food,Maggi Chilly Chow Cuppa Noodles,5000,0,0,5000,70,TRUE,70,1741
Packaged Food,Veeba Favourites Eggless Burger Mayonnaise,6900,8,0,6300,250,TRUE,250,1742
Packaged Food,Sunfeast Yippee! Magic Masala Noodles,4800,6,0,4500,240,TRUE,240,1743
Packaged Food,Top Ramen Masala,9100,9,0,8200,560,TRUE,560,1744
Packaged Food,Kelloggs Corn Flakes With Real Strawberry Pure,26500,10,0,23600,575,TRUE,575,1745
Packaged Food,Mother's Recipe Potato Papad,3100,9,0,2800,70,TRUE,75,1746
Packaged Food,Mothers Recipe Rice Papad Ajwain,2400,0,0,2400,75,TRUE,75,1747
Packaged Food,Chef's Basket Durum Wheat Penne Pasta,16000,50,0,8000,500,TRUE,500,1748
Packaged Food,Dabur Hommade - Imli Sauce Saunth,2000,10,0,1800,100,TRUE,100,1749
Packaged Food,Zorabian Chicken Kheema Parathas,19000,0,0,19000,300,TRUE,300,1750
Packaged Food,Sunfeast Pasta Treat Pack of Tomato Cheese,2800,17,0,2300,65,TRUE,65,1751
Packaged Food,Safal Frozen - Sweet Corn,16000,5,0,15200,1000,TRUE,1,1752
Packaged Food,MTR Vegetable Upma,2500,0,0,2500,60,TRUE,60,1753
Packaged Food,Del Monte Original Blend Tomato Ketchup Pouch,12000,7,0,11100,950,TRUE,950,1754
Packaged Food,Del Monte Natural Vinegar ,5500,3,0,5300,180,TRUE,180,1755
Packaged Food,Del Monte Eggless Mayo,13500,6,0,12600,500,TRUE,500,1756
Packaged Food,ITC Master Chef Cheesy Corn Triangles,16000,5,0,15200,320,TRUE,320,1757
Packaged Food,Mother's Recipe Mixed Pickle ,11500,4,0,11000,400,TRUE,400,1758
Packaged Food,Godrej Yummiez Chicken Breakfast Salami,15000,4,0,14300,250,TRUE,250,1759
Packaged Food,Hershey's Cocoa + Almond Spread,29500,9,0,26600,350,TRUE,350,1760
Packaged Food,Maggi Special Masala Spicy Yummy Noodles,7200,0,0,7200,280,TRUE,280,1761
Packaged Food,Del Monte Schezwan Sauce,5500,0,0,5500,190,TRUE,190,1762
Packaged Food,Yummiez Green Peas,13500,0,0,13500,500,TRUE,500,1763
Packaged Food,Yummiez Green Peas,25000,0,0,25000,1000,TRUE,1,1764
Packaged Food,Yummiez American Sweet Corn,8500,0,0,8500,400,TRUE,400,1765
Packaged Food,Dr Oetker Cucumber & Carrot Sandwich Spread Veg,7900,0,0,7900,250,TRUE,250,1766
Packaged Food,Del Monte Pitted Green Olives,25000,0,0,25000,450,TRUE,450,1767
Ice Cream & Desserts,Maggi 2 Minute Masala Noodles,1200,0,6,1200,70,FALSE,70,1768
Ice Cream & Desserts,iD Idli & Dosa Batter ,8000,15,6,6800,1000,FALSE,1,1769
Ice Cream & Desserts,iD Malabar Parota ,8000,10,4,7200,400,FALSE,400,1770
Ice Cream & Desserts,iD Wheat Lachha Paratha,8000,12,6,7000,400,FALSE,400,1771
Ice Cream & Desserts,McCain Aloo Tikki,11000,4,6,10500,400,FALSE,400,1772
Ice Cream & Desserts,McCain Smiles Cripsy Happy Potatoes,12000,5,6,11400,415,FALSE,415,1773
Ice Cream & Desserts,McCain Veggie Burger Patty,11500,3,6,11100,360,FALSE,360,1774
Ice Cream & Desserts,McCain Veggie Fingers,11700,5,6,11100,400,FALSE,400,1775
Ice Cream & Desserts,Amul Delicious Fat Spread - Cholesterol Free,1800,5,6,1700,100,FALSE,100,1776
Ice Cream & Desserts,Whiskas Wet  Meal (Adult - Cat Food)  Chicken in Gravy,3500,2,2,3400,85,FALSE,85,1777
Ice Cream & Desserts,McCain Chilli Garlic Potato Bites Crunchy Potato Nuggets,12500,5,1,11800,420,FALSE,420,1778
Ice Cream & Desserts,Ching's Secret Instant Hot Garlic Noodles,1500,0,3,1500,60,FALSE,60,1779
Ice Cream & Desserts,Veeba Eggless Mayonnaise,7900,11,5,7000,250,FALSE,250,1780
Ice Cream & Desserts,Ching's Secret Instant Schezwan Noodles,1500,0,6,1500,60,FALSE,60,1781
Ice Cream & Desserts,Veeba Pasta And Pizza Sauce,7500,13,5,6500,280,FALSE,280,1782
Ice Cream & Desserts,Top Ramen  Noodles Curry Veg Pouch,2000,0,1,2000,70,FALSE,70,1783
Ice Cream & Desserts,Saffola Veggie Twist Masala Oats,1500,0,6,1500,38,FALSE,38,1784
Ice Cream & Desserts,Unibic Almond & Oats Protein Bar,4000,17,4,3300,30,FALSE,30,1785
Ice Cream & Desserts,Quaker Oats,7900,0,2,7900,400,FALSE,400,1786
Ice Cream & Desserts,Amul Delicious Fat Spread - Cholesterol Free,8800,2,2,8600,500,FALSE,500,1787
Ice Cream & Desserts,McCain French Fries,12000,5,1,11400,420,FALSE,420,1788
Ice Cream & Desserts,Ching's Secret Manchow Instant Soup,1000,0,1,1000,15,FALSE,15,1789
Ice Cream & Desserts,McCain Potato Cheese Shotz,13000,4,6,12400,250,FALSE,250,1790
Ice Cream & Desserts,McCain Masala - Fries,12000,5,3,11400,375,FALSE,375,1791
Ice Cream & Desserts,Ching's Secret Schezwan Fried Rice Masala,1500,0,6,1500,20,FALSE,20,1792
Ice Cream & Desserts,McCain New Mini Samosa with Cheese Pizza Style Filling,12000,1,3,11800,240,FALSE,240,1793
Ice Cream & Desserts,McCain Chilli Cheesy Nuggets,13000,4,1,12400,250,FALSE,250,1794
Ice Cream & Desserts,"Whiskas Adult (+1 Year) Dry Cat Food, Ocean Fish Flavour",43000,10,6,38700,1200,FALSE,1,1795
Ice Cream & Desserts,Chings Instant Soup - Hot & Sour,1000,0,1,1000,15,FALSE,15,1796
Ice Cream & Desserts,Amul Spray Infant Milk Food,19700,2,6,19300,500,FALSE,500,1797
Ice Cream & Desserts,McCain Smiles - Pudina Chatka,12000,5,3,11400,375,FALSE,375,1798
Ice Cream & Desserts,McCain French Fries Crisp & Delicious,17500,4,3,16700,750,FALSE,750,1799
Ice Cream & Desserts,Ferrero Nutella Hazelnut Spread,22000,5,2,20700,180,FALSE,180,1800
Ice Cream & Desserts,Lijjat Garlic Papad,6000,5,5,5700,200,FALSE,200,1801
Ice Cream & Desserts,Switz Samosa Dough Sheets,9000,4,6,8600,50,FALSE,50,1802
Ice Cream & Desserts,Amul Cheese Spread Creamy,8500,5,6,8000,180,FALSE,180,1803
Ice Cream & Desserts,Maggi Imli Sauce Pichkoo,2200,0,6,2200,90,FALSE,90,1804
Ice Cream & Desserts,Whiskas Kitten (2-12 months) Dry Cat Food Food Ocean Fish,38500,9,5,34700,1100,FALSE,1100,1805
Ice Cream & Desserts,Chings Instant Soup - Sweet Corn Veg,1000,0,2,1000,15,FALSE,15,1806
Ice Cream & Desserts,Whiskas Wet  Meal (Kitten - Cat Food)  Chicken in Gravy,3500,5,2,3300,85,FALSE,85,1807
Ice Cream & Desserts,McCain Crazy Fries Masala MixHot 'n' Tangy,12000,5,6,11400,400,FALSE,400,1808
Ice Cream & Desserts,The Whole Truth Double Cocoa Protein Bar No Sugar,10000,10,6,9000,52,FALSE,52,1809
Ice Cream & Desserts,Amul Happy Treats French Fries,6800,4,1,6500,425,FALSE,425,1810
Ice Cream & Desserts,Ferrero Nutella Hazeulnut Spread,38000,6,5,35700,350,FALSE,350,1811
Ice Cream & Desserts,Veeba Chipolte Southwest Dressing,16100,7,4,14900,300,FALSE,300,1812
Ice Cream & Desserts,Ching's Secret Manchow Noodles Instant Soup,1500,0,6,1500,20,FALSE,20,1813
Ice Cream & Desserts,Yoga Bar Breakfast Protein Bar - Blueberry Pie,5000,12,1,4400,50,FALSE,50,1814
Ice Cream & Desserts,Quaker Oats,19900,7,6,18400,1000,FALSE,1,1815
Ice Cream & Desserts,The Whole Truth Mini Protein Bar - Coconut Cocoa No Added Sugar,5500,25,6,4100,27,FALSE,27,1816
Ice Cream & Desserts,Switz Spring Roll Dough Sheets,9000,4,6,8600,1160,FALSE,20,1817
Ice Cream & Desserts,Unibic Fruit & Nut Real Cranberries & Almonds Protein Bar,4000,17,6,3300,30,FALSE,30,1818
Ice Cream & Desserts,Ching's Secret Tomato Instant Soup,1000,0,1,1000,16,FALSE,15,1819
Ice Cream & Desserts,Chef's Basket Durum Wheat Elbow Pasta,16000,50,6,8000,500,FALSE,500,1820
Ice Cream & Desserts,Sunfeast Yippee! Mood Masala Noodles,6000,28,3,4300,260,FALSE,260,1821
Ice Cream & Desserts,MTR Breakfast Khatta Meetha Poha Mix,2500,20,6,2000,60,FALSE,60,1822
Ice Cream & Desserts,Kellogg's Crunchy Fruit & Nut Breakfast Cereals Muesli,44500,9,6,40100,750,FALSE,750,1823
Ice Cream & Desserts,Ching's Secret Chilli Vinegar,5000,0,4,5000,170,FALSE,170,1824
Ice Cream & Desserts,Ching's Red Chilli Sauce,5500,0,6,5500,200,FALSE,200,1825
Ice Cream & Desserts,Amul Lite Spread,4000,2,5,3900,100,FALSE,100,1826
Ice Cream & Desserts,Borges Durum Wheat Fusilli Pasta ,25000,0,3,25000,500,FALSE,500,1827
Ice Cream & Desserts,The Whole Truth Cranberry Mini Protein Bar No Sugar,5500,20,6,4400,27,FALSE,27,1828
Ice Cream & Desserts,The Whole Truth Mini Protein Bar - Coffee Cocoa No Added Sugar,5500,20,6,4400,27,FALSE,27,1829
Ice Cream & Desserts,Maggi Hot & Sweet Tomato Chilli Sauce,11500,0,1,11500,500,FALSE,500,1830
Ice Cream & Desserts,Sunfeast YiPPee! Noodles - Magic Masala,9600,5,4,9100,540,FALSE,540,1831
Ice Cream & Desserts,Chef's Basket Durum Wheat Fusilli Pasta,16000,50,6,8000,500,FALSE,500,1832
Ice Cream & Desserts,Top Ramen Chicken Noodles,6000,10,1,5400,280,FALSE,280,1833
Ice Cream & Desserts,Veeba Cheese and Chilli Sandwich Spread,8900,11,6,7900,275,FALSE,275,1834
Ice Cream & Desserts,Ching’s Secret Chowmein Hakka Noodles Masala ,4400,0,2,4400,60,FALSE,60,1835
Ice Cream & Desserts,Safal Frozen - Mixed Vegetables,11000,4,2,10500,1000,FALSE,1,1836
Ice Cream & Desserts,MTR 3 Min Poha,2500,0,6,2500,60,FALSE,60,1837
Ice Cream & Desserts,Ching's Manchurian Instant Noodles,1500,0,5,1500,60,FALSE,60,1838
Ice Cream & Desserts,The Whole Truth Peanut Cocoa Mini Protein Bar No Sugar ,5500,25,6,4100,27,FALSE,27,1839
Ice Cream & Desserts,Gits Pav Bhaji Ready to Eat,11000,22,6,8500,300,FALSE,300,1840
Ice Cream & Desserts,McCain New Mini Samosa with Cheese Corn Style Filling,12000,1,2,11800,240,FALSE,240,1841
Ice Cream & Desserts,Lijjat Udad Mini Papad,6000,6,6,5600,200,FALSE,200,1842
Ice Cream & Desserts,McCain Herb & Garlic Crazy Fries Masala Mix ,12000,5,5,11400,400,FALSE,400,1843
Ice Cream & Desserts,Yoga Bar Multigrain Energy Bar Nuts And Seeds,4000,12,4,3500,38,FALSE,38,1844
Ice Cream & Desserts,"Ching's Secret Sauce, Green Chilli",5500,0,5,5500,190,FALSE,190,1845
Ice Cream & Desserts,Veeba Pizza Topping,7500,6,4,7000,280,FALSE,280,1846
Ice Cream & Desserts,Switz Paratha Puff,11000,4,6,10500,400,FALSE,400,1847
Ice Cream & Desserts,"New Kellogg's Muesli with 21% Fruit, Nut & Seeds",32500,6,6,30500,500,FALSE,500,1848
Ice Cream & Desserts,The Whole Truth Double Cocoa Mini Protein Bar No Sugar,5500,20,5,4400,27,FALSE,27,1849
Ice Cream & Desserts,Sunfeast Yippee Tricolor Pasta Seasoning,2800,17,1,2300,65,FALSE,65,1850
Ice Cream & Desserts,Wingreens Cheesy Chipotle Sauce,9900,49,1,5000,130,FALSE,130,1851
Ice Cream & Desserts,Maggi Rich Tomato Ketchup,10500,4,2,10000,500,FALSE,500,1852
Ice Cream & Desserts,The Whole Truth Dark Chocolate Peanut Butter - Creamy,23500,25,6,17400,325,FALSE,325,1853
Ice Cream & Desserts,Godrej Yummiez Chicken Nuggets,32500,9,1,29300,500,FALSE,500,1854
Ice Cream & Desserts,Go Cheese  Spread Plain,9900,5,6,9400,200,FALSE,200,1855
Ice Cream & Desserts,Kellogg's Real Almond & Honey Corn Flakes,17500,9,6,15800,300,FALSE,300,1856
Ice Cream & Desserts,The Whole Truth Vegan Almond Choco Fudge Energy Bar No Sugar,6000,20,6,4800,40,FALSE,40,1857
Ice Cream & Desserts,Prasuma Vegetable Momos,27000,0,5,27000,24,FALSE,24,1858
Ice Cream & Desserts,MTR Upma,5000,10,6,4500,160,FALSE,160,1859
Ice Cream & Desserts,Ching's Schezwan Masala Instant Noodles,6000,0,1,6000,240,FALSE,240,1860
Ice Cream & Desserts,The Whole Truth Cranberry Protein Bar No Sugar,10000,26,6,7400,52,FALSE,52,1861
Ice Cream & Desserts,Saffola Yummy Masala Noodles ,2000,0,2,2000,46,FALSE,46,1862
Ice Cream & Desserts,Veeba English Mustard,7400,6,2,6900,300,FALSE,300,1863
Ice Cream & Desserts,Dabur Hommade Tamarind Paste,4800,6,6,4500,200,FALSE,200,1864
Ice Cream & Desserts,Yoga Bar Breakfast Muesli - Almond Caramel (No Added Sugar),32500,4,6,30900,400,FALSE,400,1865
Ice Cream & Desserts,The Whole Truth Mini Protein Bar - Peanut Butter No Added Sugar,5500,25,6,4100,27,FALSE,27,1866
Ice Cream & Desserts,ITC Master Chef Crispy Chicken Fries ,17000,4,3,16200,280,FALSE,280,1867
Ice Cream & Desserts,Kelloggs Corn Flakes,9900,13,6,8600,250,FALSE,250,1868
Ice Cream & Desserts,Nissin Cup Noodles Tangy Tomato,5000,10,2,4500,70,FALSE,70,1869
Ice Cream & Desserts,Smith & Jones White Pasta Sauce Mix,4000,0,3,4000,46,FALSE,46,1870
Ice Cream & Desserts,Sunfeast Yippee! Pasta Treat - Sour Cream Onion,2800,10,1,2500,65,FALSE,65,1871
Ice Cream & Desserts,Mothers Recipe Tamrind Date Chutney ,5500,9,2,5000,200,FALSE,200,1872
Ice Cream & Desserts,Veeba Mint Mayonnaise,16900,8,4,15500,300,FALSE,300,1873
Ice Cream & Desserts,Mccain Emotibites - Crispy Happy Potato Snack,13000,0,6,12900,415,FALSE,415,1874
Ice Cream & Desserts,The Whole Truth Energy Bar Choco Cranberry Fudge,6000,26,6,4400,40,FALSE,40,1875
Ice Cream & Desserts,Godrej Yummiez Chicken Lucknowi Seekh Kebab,26000,10,4,23400,400,FALSE,400,1876
Ice Cream & Desserts,Prasuma Vegetable Momos,15000,0,5,15000,580,FALSE,10,1877
Ice Cream & Desserts,Mother's Recipe Mixed Pickle,8500,9,2,7700,300,FALSE,300,1878
Ice Cream & Desserts,Sunfeast Yippee! Pasta Treat - Sour Cream Onion,2800,17,3,2300,65,FALSE,65,1879
Ice Cream & Desserts,The Whole Truth Peanut Cocoa Protein Bar No Sugar,10000,26,6,7400,52,FALSE,52,1880
Ice Cream & Desserts,Yoga Bar Breakfast Muesli - Chocolate & Cranberry ,32500,4,6,30900,400,FALSE,400,1881
Ice Cream & Desserts,Sunfeast YiPPee! Magic Masala Noodles,7000,10,3,6300,405,FALSE,405,1882
Ice Cream & Desserts,Veeba Sweet Onion Sauce,14100,14,4,12100,350,FALSE,350,1883
Ice Cream & Desserts,Quaker Oats Breakfast Cereals - With Flavour Mix Nutritious Rich Source Of Energy,4900,8,6,4500,200,FALSE,200,1884
Ice Cream & Desserts,Mother's Recipe Tamarind Paste,5000,2,6,4900,200,FALSE,200,1885
Ice Cream & Desserts,Yogabar No Added Sugar Protein Bar Brownie,12500,15,4,10600,60,FALSE,60,1886
Ice Cream & Desserts,Bambino Popular Vermicelli ,4000,2,3,3900,400,FALSE,400,1887
Ice Cream & Desserts,Ching's Secret Mix Veg Instant Soup,1000,0,3,1000,15,FALSE,15,1888
Ice Cream & Desserts,Mother's Recipe Pickle - Red Stuffed Chilli,14500,11,3,12900,400,FALSE,400,1889
Ice Cream & Desserts,Kellogg's No Added Sugar Muesli,33500,11,6,29800,500,FALSE,500,1890
Ice Cream & Desserts,Veeba Salsa Dip,11900,6,6,11100,360,FALSE,360,1891
Ice Cream & Desserts,Veeba Thousand Island Dressing,14900,8,6,13700,300,FALSE,300,1892
Ice Cream & Desserts,Baggry's Crunchy Muesli Almond Raisins & Honey,13000,0,5,13000,200,FALSE,200,1893
Ice Cream & Desserts,Knorr Chinese Hot And Sour Veg Soup,5500,3,1,5300,43,FALSE,43,1894
Ice Cream & Desserts,Go Cheese Spread - Garlic,9900,5,6,9400,200,FALSE,200,1895
Ice Cream & Desserts,The Whole Truth Peanut Butter With Dates - Creamy No Sugar,21500,9,6,19400,325,FALSE,325,1896
Ice Cream & Desserts,Zorabian Chicken Smoked Ham,20500,5,1,19400,250,FALSE,250,1897
Ice Cream & Desserts,Kissan Pineapple Jam,16500,9,1,14900,500,FALSE,500,1898
Ice Cream & Desserts,Smith & Jones Masala Noodles,8900,0,5,8900,480,FALSE,480,1899
Ice Cream & Desserts,Nestle Nestle Nan Pro Follow-Up Formula,65000,0,6,65000,400,FALSE,400,1900
Ice Cream & Desserts,Sunfeast Yippee! Power Up Atta Noodles,9600,15,6,8100,280,FALSE,280,1901
Ice Cream & Desserts,McCain Super Wedges,12000,7,6,11100,400,FALSE,400,1902
Ice Cream & Desserts,"Kellogg's Crunchy Granola Honey, Almonds, Strawberries & Pumpkin Seeds",33000,10,1,29400,450,FALSE,450,1903
Ice Cream & Desserts,Kellogg's Chocos,13000,10,6,11700,250,FALSE,250,1904
Ice Cream & Desserts,Ching's Secret Just Soak - Whole Wheat Veg Hakka Noodle,3200,0,3,3200,150,FALSE,150,1905
Ice Cream & Desserts,The Whole Truth Vegan Fig Apricot & Orange Energy Bar No Sugar,6000,20,6,4800,40,FALSE,40,1906
Ice Cream & Desserts,Saffola Veggie Twist Masala Oats,19500,12,2,17100,500,FALSE,500,1907
Ice Cream & Desserts,ITC Master Chef Classic Aloo Tikki,8000,10,3,7200,320,FALSE,320,1908
Ice Cream & Desserts,Smith & Jones Pink Pasta Sauce Mix,4000,0,4,4000,46,FALSE,46,1909
Ice Cream & Desserts,Wingreens Farms Chipotle Dip,20000,25,1,15000,180,FALSE,180,1910
Ice Cream & Desserts,Kellogg's Real Almond & Honey Corn Flakes,55000,5,3,52000,1000,FALSE,1,1911
Ice Cream & Desserts,Kellogg's Crunchy Granola Chocolate & Almonds,33000,10,3,29400,450,FALSE,450,1912
Ice Cream & Desserts,Cornitos Cornitos Taco Shells - 6 Inches,16000,20,4,12800,180,FALSE,180,1913
Ice Cream & Desserts,Ching's Secret Singapore Curry Instant Noodles,1500,0,3,1500,60,FALSE,60,1914
Ice Cream & Desserts,Mother's Recipe Pickle - Mango,12500,9,6,11300,400,FALSE,500,1915
Ice Cream & Desserts,Godrej Yummiez Chilli Chicken Sausages ,16000,10,3,14400,250,FALSE,250,1916
Ice Cream & Desserts,Pedigree Dentastix  Dog Treat Oral Care for Adult Medium Breed ,17500,20,6,14000,180,FALSE,180,1917
Ice Cream & Desserts,Maggi Hot & Sweet - Tomato Chilli Sauce,17000,10,1,15300,1000,FALSE,1,1918
Ice Cream & Desserts,Ching's Secret Asian Hot Instant Soup,1500,0,3,1500,15,FALSE,15,1919
Ice Cream & Desserts,Kellogg’s Chocos Protein And Fibre Of 1 Roti,49900,11,6,44400,1200,FALSE,1,1920
Ice Cream & Desserts,Mother's Recipe Pickle - Mango,14900,26,4,10900,500,FALSE,500,1921
Ice Cream & Desserts,Chings Secret Manchurian Instant Noodle,6000,0,6,6000,240,FALSE,240,1922
Ice Cream & Desserts,Kellogg's Original Corn Flakes,31000,6,6,29000,875,FALSE,875,1923
Ice Cream & Desserts,Ching's Singapore Curry Instant Noodles,6000,0,4,6000,240,FALSE,240,1924
Ice Cream & Desserts,Kellogg's Almonds And Cranberries Granola,33000,6,6,31000,460,FALSE,460,1925
Ice Cream & Desserts,Nestle Ceregrow Multigrain Cereal with Milk and Fruits - 3 to 6 years,29200,0,6,29200,300,FALSE,300,1926
Ice Cream & Desserts,MTR 3 Minute Breakfast - Magic Masala Upma,2500,0,6,2500,60,FALSE,60,1927
Ice Cream & Desserts,Smith & Jones Masala Noodles,6800,10,5,6100,360,FALSE,360,1928
Ice Cream & Desserts,"Knorr Classic Tomato Soup With 100% Real Vegetabls, No Added Preservatives",5500,0,6,5500,53,FALSE,53,1929
Ice Cream & Desserts,Godrej Yummiez Chicken Punjabi Tikka ,29500,9,6,26600,360,FALSE,360,1930
Ice Cream & Desserts,Kellogg's Corn Flakes,42500,9,1,38300,1000,FALSE,1,1931
Ice Cream & Desserts,Kelloggs Chocos,17000,5,4,16000,385,FALSE,385,1932
Ice Cream & Desserts,Pedigree Puppy Dry Dog Food Food Chicken & Milk,29000,20,6,23200,1200,FALSE,1200,1933
Ice Cream & Desserts,Ching's Secret Lemon Coriander Instant Soup,1500,0,5,1500,15,FALSE,15,1934
Ice Cream & Desserts,Nestle Cerelac Baby Cereal With Milk Wheat-Rice Mixed Fruit,26100,0,6,26100,300,FALSE,300,1935
Ice Cream & Desserts,Kelloggs Chocos - Moons & Stars,66000,40,4,39600,1200,FALSE,1,1936
Ice Cream & Desserts,ITC Master Chef Chicken Galouti Kebab,17000,4,2,16200,210,FALSE,210,1937
Ice Cream & Desserts,Yogabar 100% Pure Peanut Butter Creamy & Yummy Unsweetened,22900,10,6,20600,400,FALSE,400,1938
Ice Cream & Desserts,Kitchens Of India Palak Paneer,13000,30,6,9100,285,FALSE,285,1939
Ice Cream & Desserts,Kelloggs Chocos Fills Double Chocolat,9900,11,6,8800,175,FALSE,175,1940
Ice Cream & Desserts,Soulfull Ragi Bites Choco Fills,16900,5,4,16000,250,FALSE,250,1941
Ice Cream & Desserts,Figaro Sliced Black Olive ,17900,0,6,17900,450,FALSE,450,1942
Ice Cream & Desserts,Veeba Barbeque Sauce,14900,8,6,13700,330,FALSE,330,1943
Ice Cream & Desserts,The Whole Truth Vegan Mocha Almond Fudge Energy Bar No Sugar,6000,20,6,4800,40,FALSE,40,1944
Ice Cream & Desserts,"The Whole Truth - Nuts, Fruits & Seeds Muesli",32500,20,6,26000,350,FALSE,350,1945
Ice Cream & Desserts,Pantai Green Curry Paste,15000,14,5,12800,114,FALSE,114,1946
Ice Cream & Desserts,Kelloggs Special K,21000,8,5,19200,435,FALSE,435,1947
Ice Cream & Desserts,Moi Soi Sichuan Chilli Oil- For Stir Fry Marinade Spread & Dip,28000,50,5,14000,175,FALSE,175,1948
Ice Cream & Desserts,Mother's Recipe Madras Appalam,5000,10,6,4500,100,FALSE,100,1949
Ice Cream & Desserts,Top Ramen Masala Oat Masala,8000,10,6,7200,280,FALSE,280,1950
Ice Cream & Desserts,Saffola Everyday Peppy Tomato Masala Oats,19500,12,6,17100,500,FALSE,500,1951
Ice Cream & Desserts,"Ching's Secret Instant Noodles, Hot Garlic",6000,0,4,6000,240,FALSE,240,1952
Ice Cream & Desserts,Kitchens Of India Chicken Chettinad,20000,30,1,14000,285,FALSE,285,1953
Ice Cream & Desserts,Nestle Cerelac Wheat - Stage 1,19000,0,6,19000,300,FALSE,300,1954
Ice Cream & Desserts,Sumeru Aloo Paratha,11900,5,6,11300,400,FALSE,400,1955
Ice Cream & Desserts,ITC Master Chef Veggie Pizza Pocket,17000,4,4,16200,340,FALSE,340,1956
Ice Cream & Desserts,Wingreens Farms Tangy Cheese Pita Chips & Mexican Salsa Dip,6000,15,1,5100,70,FALSE,70,1957
Ice Cream & Desserts,Ching's Secret Manchow Soup,5500,0,3,5500,55,FALSE,55,1958
Ice Cream & Desserts,Veeba Carrot & Cucumber Sandwich Spread,8500,10,6,7600,250,FALSE,250,1959
Ice Cream & Desserts,Kellogg's Real Almond & Honey Corn Flakes,37000,12,3,32400,650,FALSE,650,1960
Ice Cream & Desserts,Kitchens Of India Mughlai Paneer,16000,30,4,11200,285,FALSE,285,1961
Ice Cream & Desserts,Ching's Secret Just Soak - Veg Hakka Noodles,3000,0,5,3000,150,FALSE,150,1962
Ice Cream & Desserts,Ching's Secret Chowmein Hakka Noodles Masala,6000,10,2,5400,100,FALSE,100,1963
Ice Cream & Desserts,The Whole Truth Dark Chocolate Peanut Butter - Crunchy,23500,20,5,18800,325,FALSE,325,1964
Ice Cream & Desserts,Mother's Recipe Bhel Puri Chutney,5500,9,4,5000,200,FALSE,200,1965
Ice Cream & Desserts,Kelloggs Chocos Moon & Stars,33000,10,6,29400,680,FALSE,680,1966
Ice Cream & Desserts,Mother's Recipe Lime Pickle ,12000,5,1,11400,400,FALSE,400,1967
Ice Cream & Desserts,Kitchens of India Dal Makhani,11000,30,2,7700,285,FALSE,285,1968
Ice Cream & Desserts,Pantai Light Soy Sauce,27500,14,5,23400,200,FALSE,200,1969
Ice Cream & Desserts,Ching's Secret Sweet Corn Soup,5500,0,6,5500,55,FALSE,55,1970
Ice Cream & Desserts,"Top Ramen Noodles, Atta",8000,0,1,8000,280,FALSE,280,1971
Ice Cream & Desserts,Cantina Tortilla Dip Sauce Sour Creamy Tex Mex,22500,15,5,19100,190,FALSE,190,1972
Ice Cream & Desserts,Dabur Hommade - Rajasthan Ki Garlic Chutne,6500,6,6,6100,200,FALSE,200,1973
Ice Cream & Desserts,MTR Seviyan Vermicelli ,4200,0,2,4200,400,FALSE,400,1974
Ice Cream & Desserts,Pantai Oyster Sauce,27500,14,4,23400,200,FALSE,200,1975
Ice Cream & Desserts,Go Cheese Spread - Four Pepper (Soft & Creamy),9900,5,6,9400,200,FALSE,200,1976
Ice Cream & Desserts,MTR Ready To Eat Paneer Butter Masala,13500,9,2,12200,300,FALSE,300,1977
Ice Cream & Desserts,Nestle Lactogen Stage 2 Follow-up Formula Powder,34000,0,2,34000,400,FALSE,400,1978
Ice Cream & Desserts,Kellogg's Crunchy Bites Chocos,19000,10,6,17100,375,FALSE,375,1979
Ice Cream & Desserts,Veeba Hot Sweet Tomato Chilli Sauce,10400,20,3,8300,500,FALSE,500,1980
Ice Cream & Desserts,Borges Durum Wheat Pasta Superior Quality,25000,40,6,14900,500,FALSE,500,1981
Ice Cream & Desserts,Funfoods Peanut Butter Crunchy,16900,7,1,15600,400,FALSE,400,1982
Ice Cream & Desserts,Pantai Red Curry Paste,6000,0,4,6000,50,FALSE,50,1983
Ice Cream & Desserts,ITC Master Chef Chicken Seekh Kabab,32500,0,6,32500,500,FALSE,500,1984
